fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,quality_label,wine_type,alcohol_g_per_L,acidity_to_alcohol_ratio,SO2_ratio,alc_acid_ratio
8.7,0.3,0.34,4.8,0.018,23.0,127.0,0.99474,3.12,0.49,11.2,7,medium,white,88.36800000000001,0.09845192829983702,18.11023622047244,128.73563218390805
6.4,0.29,0.32,2.4,0.014,34.0,89.0,0.99008,3.24,0.66,12.5,7,medium,white,98.625,0.06489226869455007,38.20224719101123,195.3125
6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.99348,3.12,0.44,10.0,6,medium,white,78.9,0.08491761723700887,32.323232323232325,149.25373134328356
6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,6,medium,white,86.79,0.07835004032722663,32.30769230769231,161.76470588235296
6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6,medium,white,82.845,0.07242440702516749,36.84210526315789,175.0
6.0,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6,medium,white,82.845,0.07242440702516749,36.84210526315789,175.0
6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,6,medium,white,86.79,0.07835004032722663,32.30769230769231,161.76470588235296
6.4,0.24,0.23,2.0,0.046,30.0,133.0,0.9908,3.12,0.54,11.4,7,medium,white,89.946,0.071153803393147,22.55639097744361,178.125
5.9,0.18,0.28,5.1,0.039,50.0,139.0,0.99165,3.16,0.44,11.3,6,medium,white,89.15700000000001,0.06617539845441188,35.97122302158273,191.52542372881356
7.2,0.33,0.22,4.5,0.031,10.0,73.0,0.99076,2.97,0.52,12.2,7,medium,white,96.25800000000001,0.07479897774730411,13.698630136986301,169.44444444444443
6.4,0.29,0.24,3.2,0.037,31.0,95.0,0.98942,2.9,0.66,12.6,7,medium,white,99.414,0.06437725068903777,32.631578947368425,196.87499999999997
7.3,0.31,0.25,6.65,0.032,30.0,138.0,0.99244,2.9,0.37,11.1,5,low,white,87.57900000000001,0.08335331529247877,21.73913043478261,152.05479452054794
7.0,0.29,0.37,1.6,0.035,34.0,126.0,0.99058,3.26,0.47,12.3,6,medium,white,97.04700000000001,0.07212999886652859,26.984126984126984,175.71428571428572
6.9,0.19,0.6,4.0,0.037,6.0,122.0,0.99255,2.92,0.59,10.4,4,low,white,82.056,0.08408891488739398,4.918032786885246,150.72463768115944
6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,medium,white,69.432,0.09073625993778084,26.842105263157894,139.6825396825397
6.6,0.085,0.33,1.4,0.036,17.0,109.0,0.99306,3.27,0.61,9.5,6,medium,white,74.955,0.08805283169901941,15.59633027522936,143.93939393939394
6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,medium,white,69.432,0.09073625993778084,26.842105263157894,139.6825396825397
6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,10.4,6,medium,white,82.056,0.08287023496148971,15.59633027522936,152.94117647058826
6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27,13.0,7,medium,white,102.57000000000001,0.06629618796919176,20.76923076923077,191.1764705882353
7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.99338,3.16,0.46,12.2,7,medium,white,96.25800000000001,0.07376010305636933,13.089005235602095,171.83098591549296
5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,8,high,white,82.845,0.06880318667390911,38.28125,184.21052631578948
5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42,10.8,7,medium,white,85.212,0.06806553067643055,27.516778523489933,186.20689655172416
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8,high,white,104.14800000000001,0.051849291393017624,26.5625,244.44444444444443
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8,high,white,102.57000000000001,0.05654674856195768,40.0,224.1379310344828
6.7,0.22,0.39,1.2,0.049,26.0,152.0,0.99346,3.5,0.47,10.0,6,medium,white,78.9,0.08491761723700887,17.105263157894736,149.25373134328356
6.1,0.6,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,4,low,white,82.056,0.07433947548015989,14.473684210526317,170.49180327868854
6.5,0.26,0.31,1.3,0.034,59.0,145.0,0.98944,3.16,0.54,12.4,6,medium,white,97.836,0.06643771208961936,40.689655172413794,190.76923076923077
5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,8,high,white,101.781,0.049125082284512823,34.83870967741935,258.0
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8,high,white,104.14800000000001,0.051849291393017624,26.5625,244.44444444444443
6.8,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7,medium,white,82.845,0.08208099462852314,40.131578947368425,154.41176470588235
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8,high,white,102.57000000000001,0.05654674856195768,40.0,224.1379310344828
6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.99402,3.07,0.36,11.2,5,low,white,88.36800000000001,0.07355603838493571,2.4390243902439024,172.3076923076923
5.9,0.37,0.32,1.6,0.029,41.0,102.0,0.98916,3.41,0.55,12.7,7,medium,white,100.203,0.05888047264053971,40.19607843137255,215.25423728813556
6.2,0.21,0.18,11.6,0.044,61.0,155.0,0.99655,3.14,0.52,9.4,6,medium,white,74.166,0.08359625704500716,39.35483870967742,151.61290322580646
6.8,0.3,0.29,6.2,0.025,29.0,95.0,0.99071,3.03,0.32,12.9,7,medium,white,101.781,0.06681011190693743,30.526315789473685,189.7058823529412
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,8,high,white,102.57000000000001,0.0711709076728088,35.13513513513514,178.08219178082192
5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,7,medium,white,107.304,0.05032431223439947,26.881720430107524,251.85185185185182
6.6,0.34,0.2,1.0,0.053,26.0,112.0,0.99336,3.32,0.55,9.1,5,low,white,71.799,0.09192328583963563,23.214285714285715,137.87878787878788
5.6,0.25,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4,6,medium,white,82.056,0.06824607585063859,25.301204819277107,185.71428571428575
5.3,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,7,medium,white,107.304,0.04939238052635503,26.881720430107524,256.60377358490564
6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.99275,3.28,0.44,12.2,6,medium,white,96.25800000000001,0.07168235367449978,17.159763313609467,176.81159420289853
7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,low,white,68.643,0.10489052051920808,17.117117117117118,120.83333333333333
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7,medium,white,82.845,0.08570221497978152,18.095238095238095,147.88732394366198
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6,medium,white,80.47800000000001,0.08449514152936205,43.44262295081967,150.0
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8,high,white,98.625,0.07097591888466413,30.327868852459016,178.57142857142858
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.99058,3.11,0.75,11.3,7,medium,white,89.15700000000001,0.07178348306919255,31.967213114754102,176.5625
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6,medium,white,80.47800000000001,0.08449514152936205,43.44262295081967,150.0
6.8,0.31,0.3,8.0,0.028,33.0,122.0,0.99164,3.13,0.63,12.6,7,medium,white,99.414,0.06840082885710262,27.049180327868854,185.29411764705884
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6,medium,white,80.47800000000001,0.08449514152936205,43.44262295081967,150.0
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5,low,white,77.322,0.098290266677013,15.254237288135593,128.94736842105266
6.0,0.16,0.27,12.0,0.03,39.0,98.0,0.99402,3.15,0.34,10.8,5,low,white,85.212,0.07041261794113506,39.795918367346935,180.0
7.1,0.21,0.35,2.5,0.04,41.0,186.0,0.99128,3.32,0.56,12.5,6,medium,white,98.625,0.07198986058301647,22.043010752688172,176.05633802816902
7.0,0.22,0.26,9.2,0.027,37.0,122.0,0.99228,3.06,0.34,12.5,8,high,white,98.625,0.07097591888466413,30.327868852459016,178.57142857142858
5.6,0.21,0.24,4.4,0.027,37.0,150.0,0.991,3.3,0.31,11.5,7,medium,white,90.735,0.061718190334490546,24.666666666666668,205.3571428571429
7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.9931,2.98,0.41,11.4,6,medium,white,89.946,0.08227158517332622,20.535714285714285,154.05405405405406
7.1,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7,medium,white,82.845,0.08570221497978152,18.095238095238095,147.88732394366198
6.8,0.31,0.3,8.0,0.028,33.0,122.0,0.99164,3.13,0.63,12.6,7,medium,white,99.414,0.06840082885710262,27.049180327868854,185.29411764705884
7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,low,white,68.643,0.10489052051920808,17.117117117117118,120.83333333333333
6.4,0.15,0.4,1.3,0.053,61.0,146.0,0.99112,3.17,0.68,11.0,6,medium,white,86.79,0.07374121442562508,41.78082191780822,171.875
6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.99058,3.11,0.75,11.3,7,medium,white,89.15700000000001,0.07178348306919255,31.967213114754102,176.5625
6.8,0.15,0.41,12.9,0.044,79.5,182.0,0.99742,3.24,0.78,10.2,6,medium,white,80.47800000000001,0.08449514152936205,43.68131868131868,150.0
6.3,0.22,0.34,1.2,0.036,32.0,96.0,0.98961,3.06,0.74,11.6,6,medium,white,91.524,0.0688344040907303,33.33333333333333,184.12698412698413
7.6,0.3,0.37,1.6,0.087,27.0,177.0,0.99438,3.09,0.5,9.8,5,low,white,77.322,0.098290266677013,15.254237288135593,128.94736842105266
7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.99344,3.1,0.52,10.1,5,low,white,79.68900000000001,0.08784148376814867,16.551724137931036,144.28571428571428
6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5,9.2,5,low,white,72.58800000000001,0.09092411968920482,16.546762589928058,139.39393939393938
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,medium,white,71.799,0.10445827936322231,14.444444444444443,121.33333333333334
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,medium,white,71.799,0.10445827936322231,14.444444444444443,121.33333333333334
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,medium,white,71.799,0.10445827936322231,14.444444444444443,121.33333333333334
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,medium,white,71.799,0.10445827936322231,14.444444444444443,121.33333333333334
6.6,0.15,0.34,1.0,0.037,45.0,79.0,0.98949,2.96,0.5,11.7,6,medium,white,92.313,0.07149588898638327,56.9620253164557,177.27272727272728
6.7,0.34,0.43,1.6,0.041,29.0,114.0,0.99014,3.23,0.44,12.6,6,medium,white,99.414,0.0673949343150864,25.438596491228072,188.0597014925373
7.7,0.35,0.46,11.8,0.088,61.0,183.0,0.99786,2.86,0.47,9.0,5,low,white,71.01,0.10843543162934798,33.33333333333333,116.88311688311688
6.7,0.31,0.09,1.4,0.039,53.0,141.0,0.99206,3.12,0.44,10.1,5,low,white,79.68900000000001,0.08407684874951372,37.5886524822695,150.7462686567164
4.7,0.67,0.09,1.0,0.02,5.0,9.0,0.98722,3.3,0.34,13.6,5,low,white,107.304,0.04380079027808842,55.55555555555556,289.36170212765956
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6,medium,white,71.799,0.10445827936322231,14.444444444444443,121.33333333333334
6.3,0.2,0.18,10.6,0.045,57.0,159.0,0.99666,3.09,0.54,9.2,5,low,white,72.58800000000001,0.08679120515787732,35.84905660377358,146.03174603174602
6.6,0.28,0.23,10.4,0.049,45.0,190.0,0.99754,3.12,0.51,8.8,5,low,white,69.432,0.09505703422053231,23.684210526315788,133.33333333333334
8.5,0.18,0.3,1.1,0.028,34.0,95.0,0.99272,2.83,0.36,10.0,4,low,white,78.9,0.10773130544993662,35.78947368421053,117.64705882352942
6.5,0.35,0.38,7.4,0.036,20.0,196.0,0.99712,3.47,0.48,9.1,6,medium,white,71.799,0.09053050878145934,10.204081632653061,140.0
6.8,0.22,0.26,1.2,0.041,29.0,182.0,0.99104,3.04,0.35,11.2,5,low,white,88.36800000000001,0.07695093246424044,15.934065934065933,164.70588235294116
6.3,0.18,0.24,3.4,0.053,20.0,119.0,0.99373,3.11,0.52,9.2,6,medium,white,72.58800000000001,0.08679120515787732,16.80672268907563,146.03174603174602
6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.99904,3.06,0.5,9.2,5,low,white,72.58800000000001,0.09092411968920482,16.546762589928058,139.39393939393938
6.6,0.3,0.45,8.0,0.038,54.0,200.0,0.9956,3.18,0.48,9.5,5,low,white,74.955,0.08805283169901941,27.0,143.93939393939394
6.3,0.34,0.27,2.5,0.024,40.0,152.0,0.99095,3.35,0.6,11.9,7,medium,white,93.891,0.06709908297919928,26.31578947368421,188.8888888888889
7.7,0.3,0.23,2.0,0.068,28.0,138.0,0.99382,3.11,0.62,9.8,5,low,white,77.322,0.09958355965960529,20.28985507246377,127.27272727272727
7.7,0.31,0.23,2.0,0.069,29.0,134.0,0.99382,3.11,0.62,9.8,5,low,white,77.322,0.09958355965960529,21.641791044776117,127.27272727272727
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,7,medium,white,85.212,0.0668919870440783,30.666666666666664,189.47368421052633
5.4,0.255,0.33,1.2,0.051,29.0,122.0,0.99048,3.37,0.66,11.3,6,medium,white,89.15700000000001,0.06056731383963121,23.770491803278688,209.25925925925927
6.6,0.26,0.28,9.4,0.028,13.0,121.0,0.99254,3.17,0.34,12.1,6,medium,white,95.46900000000001,0.0691323885240235,10.743801652892563,183.33333333333334
4.8,0.17,0.28,2.9,0.03,22.0,111.0,0.9902,3.38,0.34,11.3,7,medium,white,89.15700000000001,0.053837612301894405,19.81981981981982,235.41666666666669
5.7,0.265,0.28,6.9,0.036,46.0,150.0,0.99299,3.36,0.44,10.8,7,medium,white,85.212,0.0668919870440783,30.666666666666664,189.47368421052633
6.2,0.2,0.33,5.4,0.028,21.0,75.0,0.99012,3.36,0.41,13.5,7,medium,white,106.515,0.058207764164671646,28.000000000000004,217.74193548387095
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,low,white,81.26700000000001,0.09228838273838089,8.73015873015873,137.33333333333334
6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,6,medium,white,71.01,0.08731164624700746,31.521739130434785,145.16129032258064
7.0,0.34,0.26,10.3,0.041,51.0,166.0,0.99382,3.08,0.35,11.6,6,medium,white,91.524,0.07648267121192255,30.72289156626506,165.7142857142857
7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,5,low,white,81.26700000000001,0.09228838273838089,8.73015873015873,137.33333333333334
6.5,0.19,0.34,1.6,0.029,39.0,116.0,0.98954,3.21,0.68,12.5,6,medium,white,98.625,0.06590621039290241,33.62068965517241,192.30769230769232
6.0,0.21,0.29,13.1,0.042,28.0,125.0,0.99936,3.39,0.45,8.6,5,low,white,67.854,0.08842514811212308,22.400000000000002,143.33333333333334
6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,6,medium,white,105.726,0.05769630932788528,45.94594594594595,219.672131147541
6.5,0.32,0.48,8.0,0.026,18.0,88.0,0.99144,3.22,0.79,12.7,4,low,white,100.203,0.06486831731584883,20.454545454545457,195.3846153846154
7.1,0.21,0.72,1.6,0.167,65.0,120.0,0.99324,2.97,0.51,9.2,5,low,white,72.58800000000001,0.09781231057475064,54.166666666666664,129.5774647887324
5.6,0.26,0.18,1.4,0.034,18.0,135.0,0.99174,3.32,0.35,10.2,6,medium,white,80.47800000000001,0.0695842342006511,13.333333333333334,182.14285714285714
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
7.4,0.27,0.28,1.8,0.04,45.0,121.0,0.99043,3.02,0.4,11.9,5,low,white,93.891,0.07881479588032932,37.1900826446281,160.8108108108108
6.8,0.22,0.3,10.6,0.07,67.0,194.0,0.99654,2.89,0.42,9.0,6,medium,white,71.01,0.09576116039994366,34.5360824742268,132.35294117647058
6.2,0.24,0.25,12.5,0.055,47.0,134.0,0.99758,3.3,0.51,9.0,5,low,white,71.01,0.08731164624700746,35.07462686567165,145.16129032258064
6.3,0.28,0.29,6.8,0.051,40.0,143.0,0.99374,3.43,0.59,11.0,6,medium,white,86.79,0.07258900795022467,27.972027972027973,174.6031746031746
7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,medium,white,71.01,0.09857766511758906,19.463087248322147,128.57142857142858
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,low,white,78.9,0.0697084917617237,9.25925925925926,181.8181818181818
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,low,white,84.423,0.07699323644030655,13.586956521739129,164.6153846153846
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,low,white,84.423,0.07817774777015742,13.114754098360656,162.12121212121212
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8,high,white,105.726,0.05107542137222632,22.30769230769231,248.14814814814815
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6,medium,white,86.79,0.08987210508123054,37.903225806451616,141.02564102564102
5.5,0.17,0.23,2.9,0.039,10.0,108.0,0.99243,3.28,0.5,10.0,5,low,white,78.9,0.0697084917617237,9.25925925925926,181.8181818181818
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,low,white,84.423,0.07699323644030655,13.586956521739129,164.6153846153846
6.6,0.27,0.33,1.4,0.042,24.0,183.0,0.99215,3.29,0.46,10.7,5,low,white,84.423,0.07817774777015742,13.114754098360656,162.12121212121212
7.8,0.19,0.32,7.4,0.015,47.0,124.0,0.99278,2.99,0.39,11.0,6,medium,white,86.79,0.08987210508123054,37.903225806451616,141.02564102564102
7.8,0.2,0.32,5.0,0.016,31.0,101.0,0.99186,2.99,0.39,11.0,6,medium,white,86.79,0.08987210508123054,30.693069306930692,141.02564102564102
6.1,0.17,0.28,2.5,0.028,22.0,98.0,0.99072,3.16,0.37,11.1,7,medium,white,87.57900000000001,0.06965140044987952,22.448979591836736,181.9672131147541
7.4,0.2,0.35,6.1,0.025,10.0,40.0,0.99244,2.79,0.52,10.9,5,low,white,86.001,0.08604551109870816,25.0,147.2972972972973
6.7,0.39,0.24,2.7,0.017,22.0,80.0,0.99084,3.03,0.37,11.5,5,low,white,90.735,0.07384140629305119,27.500000000000004,171.6417910447761
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,8,high,white,105.726,0.05107542137222632,22.30769230769231,248.14814814814815
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,low,white,74.166,0.09303454413073377,31.72043010752688,136.23188405797103
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,low,white,74.166,0.09303454413073377,31.72043010752688,136.23188405797103
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,low,white,74.166,0.09303454413073377,31.72043010752688,136.23188405797103
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,medium,white,83.634,0.07532821579740297,39.55223880597015,168.25396825396825
6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,low,white,74.166,0.09303454413073377,31.72043010752688,136.23188405797103
7.4,0.27,0.31,2.4,0.014,15.0,143.0,0.99094,3.03,0.65,12.0,4,low,white,94.68,0.0781580059146599,10.48951048951049,162.16216216216216
6.1,0.27,0.28,9.8,0.042,61.0,125.0,0.99532,3.14,0.42,10.2,6,medium,white,80.47800000000001,0.07579711225428067,48.8,167.21311475409837
6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,6,medium,white,83.634,0.07532821579740297,39.55223880597015,168.25396825396825
5.0,0.61,0.12,1.3,0.009,65.0,100.0,0.9874,3.26,0.37,13.5,5,low,white,106.515,0.04694174529409004,65.0,270.0
6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5,low,white,76.533,0.08754393529588543,24.596774193548388,144.77611940298507
6.5,0.33,0.28,6.1,0.018,41.0,103.0,0.99122,3.24,0.32,12.2,6,medium,white,96.25800000000001,0.06752685491076066,39.80582524271845,187.69230769230768
6.9,0.33,0.31,7.7,0.04,29.0,135.0,0.99226,3.11,0.57,12.3,5,low,white,97.04700000000001,0.07109957031129246,21.48148148148148,178.26086956521738
6.5,0.33,0.28,6.1,0.018,41.0,103.0,0.99122,3.24,0.32,12.2,6,medium,white,96.25800000000001,0.06752685491076066,39.80582524271845,187.69230769230768
6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.99099,3.42,0.57,11.4,7,medium,white,89.946,0.07004202521512908,38.0,180.95238095238096
6.5,0.32,0.45,7.7,0.022,31.0,97.0,0.99134,3.2,0.7,12.7,7,medium,white,100.203,0.06486831731584883,31.958762886597935,195.3846153846154
6.7,0.42,0.39,12.1,0.04,61.0,248.0,0.99794,3.31,0.58,9.7,5,low,white,76.533,0.08754393529588543,24.596774193548388,144.77611940298507
7.4,0.25,0.29,6.8,0.02,31.0,113.0,0.99338,3.13,0.29,10.8,6,medium,white,85.212,0.08684222879406657,27.43362831858407,145.94594594594594
7.6,0.27,0.3,9.2,0.018,23.0,96.0,0.9938,3.08,0.29,11.0,6,medium,white,86.79,0.08756769213042977,23.958333333333336,144.73684210526315
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,low,white,74.955,0.0853845640717764,26.53061224489796,148.4375
6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,medium,white,79.68900000000001,0.08156709207042377,20.714285714285715,155.3846153846154
5.6,0.19,0.31,2.7,0.027,11.0,100.0,0.98964,3.46,0.4,13.2,7,medium,white,104.14800000000001,0.05376963551868494,11.0,235.71428571428572
7.4,0.29,0.48,12.8,0.037,61.5,182.0,0.99808,3.02,0.34,8.8,5,low,white,69.432,0.10657909897453624,33.791208791208796,118.91891891891892
6.4,0.34,0.44,8.2,0.043,54.0,201.0,0.99551,3.18,0.48,9.5,5,low,white,74.955,0.0853845640717764,26.865671641791046,148.4375
6.6,0.27,0.52,8.1,0.044,53.0,202.0,0.99548,3.18,0.48,9.5,5,low,white,74.955,0.08805283169901941,26.237623762376238,143.93939393939394
6.6,0.26,0.52,8.2,0.047,52.0,191.0,0.99541,3.16,0.47,9.5,6,medium,white,74.955,0.08805283169901941,27.225130890052355,143.93939393939394
6.4,0.27,0.45,8.3,0.05,52.0,196.0,0.9955,3.18,0.48,9.5,5,low,white,74.955,0.0853845640717764,26.53061224489796,148.4375
6.5,0.26,0.5,8.0,0.051,46.0,197.0,0.99536,3.18,0.47,9.5,5,low,white,74.955,0.0867186978853979,23.3502538071066,146.15384615384613
6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,6,medium,white,82.056,0.08287023496148971,39.849624060150376,152.94117647058826
6.3,0.32,0.26,12.0,0.049,63.0,170.0,0.9961,3.14,0.55,9.9,6,medium,white,78.111,0.08065445327802742,37.05882352941177,157.14285714285717
5.5,0.24,0.45,1.7,0.046,22.0,113.0,0.99224,3.22,0.48,10.0,5,low,white,78.9,0.0697084917617237,19.469026548672566,181.8181818181818
6.5,0.25,0.27,17.4,0.064,29.0,140.0,0.99776,3.2,0.49,10.1,6,medium,white,79.68900000000001,0.08156709207042377,20.714285714285715,155.3846153846154
6.6,0.13,0.29,13.9,0.056,33.0,95.0,0.99702,3.17,0.39,9.4,6,medium,white,74.166,0.08898956395113664,34.73684210526316,142.42424242424244
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,low,white,73.37700000000001,0.09539774043637651,14.285714285714285,132.85714285714286
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,low,white,86.001,0.091859396983756,15.217391304347828,137.9746835443038
7.0,0.3,0.28,2.2,0.042,21.0,177.0,0.99166,3.2,0.57,11.4,5,low,white,89.946,0.07782447246125453,11.864406779661017,162.85714285714286
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,5,low,white,81.26700000000001,0.09967145335745135,14.285714285714285,127.16049382716051
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,medium,white,86.79,0.09563313745823251,35.08771929824561,132.5301204819277
7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.99176,3.05,0.52,10.9,5,low,white,86.001,0.091859396983756,15.217391304347828,137.9746835443038
7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.99278,2.99,0.4,10.8,6,medium,white,85.212,0.08449514152936206,14.414414414414415,150.0
8.1,0.2,0.3,1.3,0.036,7.0,49.0,0.99242,2.99,0.73,10.3,5,low,white,81.26700000000001,0.09967145335745135,14.285714285714285,127.16049382716051
8.3,0.18,0.3,1.1,0.033,20.0,57.0,0.99109,3.02,0.51,11.0,6,medium,white,86.79,0.09563313745823251,35.08771929824561,132.5301204819277
7.0,0.39,0.21,10.7,0.098,13.0,91.0,0.99657,3.03,0.47,9.3,5,low,white,73.37700000000001,0.09539774043637651,14.285714285714285,132.85714285714286
6.8,0.21,0.62,6.4,0.041,7.0,113.0,0.99358,2.96,0.59,10.2,5,low,white,80.47800000000001,0.08449514152936205,6.1946902654867255,150.0
